transaction_id,old_parent,new_president_name,new_parent,new_president_name,child,type,date
2403-53_tr_141,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Department of Prisons,department,2024-09-27
2403-53_tr_142,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Community Based Correction Department,department,2024-09-27
2403-53_tr_143,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Training Schools for Youthful Offenders,department,2024-09-27
2403-53_tr_144,"Minister of Justice, Prisons Affairs and Constitutional Reforms",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Rehabilitation Commissioner General's Office,department,2024-09-27
2403-53_tr_145,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Department of Pensions,department,2024-09-27
2403-53_tr_146,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Sri Lanka Institute of Development Administration,department,2024-09-27
2403-53_tr_147,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Distance Learning Centre Ltd.,department,2024-09-27
2403-53_tr_148,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,National Human Resources Development Council of Sri Lanka,department,2024-09-27
2403-53_tr_149,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Public Service Pensioners' Trust Fund,department,2024-09-27
2403-53_tr_150,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Local Government Service Pension Fund,department,2024-09-27
2403-53_tr_151,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Local Government Widows' and Orphans' Pension Fund,department,2024-09-27
2403-53_tr_152,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Local Government Widowers' and Orphans' Pension Fund,department,2024-09-27
2403-53_tr_153,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,All District Secretariats and Divisional Secretariats,department,2024-09-27
2403-53_tr_154,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Department of Registrar General,department,2024-09-27
2403-53_tr_155,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Sri Lanka Institute of Local Government,department,2024-09-27
2403-53_tr_156,"Minister of Public Administration, Home Affairs, Provincial Councils and Local Government",Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Local Loans and Development Fund,department,2024-09-27
2403-53_tr_157,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Department of Labour,department,2024-09-27
2403-53_tr_158,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,National Institute of Labour Studies,department,2024-09-27
2403-53_tr_159,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,National Institute for Occupational Safety and Health,department,2024-09-27
2403-53_tr_160,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Office of the Commissioner of Workmen's Compensation,department,2024-09-27
2403-53_tr_161,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,National Productivity Secretariat,department,2024-09-27
2403-53_tr_162,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Shrama Vasana Fund,department,2024-09-27
2403-53_tr_163,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Department of Manpower and Employment,department,2024-09-27
2403-53_tr_164,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Sri Lanka Foreign Employment Bureau,department,2024-09-27
2403-53_tr_165,Minister of Labour and Foreign Employment,Ranil Wickremesinghe,"Minister of Justice, Public Administration, Home Affairs, Provincial Councils, Local Government and Labour",Anura Kumara,Foreign Employment Agency of Sri Lanka (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_166,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Department of Examinations,department,2024-09-27
2403-53_tr_167,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Department of Educational Publications,department,2024-09-27
2403-53_tr_168,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Library and Documentation Services Board,department,2024-09-27
2403-53_tr_169,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Colleges of Education,department,2024-09-27
2403-53_tr_170,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Teachers' College,department,2024-09-27
2403-53_tr_171,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,UNESCO National Commission of Sri Lanka,department,2024-09-27
2403-53_tr_172,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,State Printing Corporation,department,2024-09-27
2403-53_tr_173,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Directorates of Education,department,2024-09-27
2403-53_tr_174,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Education Commission,department,2024-09-27
2403-53_tr_175,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Institute of Education,department,2024-09-27
2403-53_tr_176,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Piriven Education Board,department,2024-09-27
2403-53_tr_177,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Institute of Business Management and affiliated institutions,department,2024-09-27
2403-53_tr_178,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,University of Vocational Technology,department,2024-09-27
2403-53_tr_179,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Institute of Fisheries and Nautical Engineering (Ocean University),department,2024-09-27
2403-53_tr_180,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Vocational Training Authority of Sri Lanka,department,2024-09-27
2403-53_tr_181,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Apprenticeship and Industrial Training Authority,department,2024-09-27
2403-53_tr_182,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Ceylon German Technical Training Institute,department,2024-09-27
2403-53_tr_183,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Department of Technical Education and Training,department,2024-09-27
2403-53_tr_184,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Tertiary and Vocational Education Commission,department,2024-09-27
2403-53_tr_185,State Minister of Higher Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,University Grants Commission,department,2024-09-27
2403-53_tr_186,State Minister of Higher Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,"All State Universities, Postgraduate Institutions and other Institutions under the purview of University Grants Commission",department,2024-09-27
2403-53_tr_187,State Minister of Higher Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Buddhasravaka Bhikku University,department,2024-09-27
2403-53_tr_188,State Minister of Higher Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Buddhist and Pali University of Sri Lanka,department,2024-09-27
2403-53_tr_189,State Minister of Higher Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Institute of Advanced Technological Education,department,2024-09-27
2403-53_tr_190,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Institute of Fundamental Studies,department,2024-09-27
2403-53_tr_191,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Inventors' Commission,department,2024-09-27
2403-53_tr_192,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Engineering Research And Development Centre,department,2024-09-27
2403-53_tr_193,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Science Foundation,department,2024-09-27
2403-53_tr_194,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Planetarium of Sri Lanka,department,2024-09-27
2403-53_tr_195,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Arthur C. Clarke Institute for Modern Technologies,department,2024-09-27
2403-53_tr_196,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Innovation Agency,department,2024-09-27
2403-53_tr_197,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Skills Development Fund Ltd.,department,2024-09-27
2403-53_tr_198,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Inventors Fund,department,2024-09-27
2403-53_tr_199,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,National Science and Technology Commission,department,2024-09-27
2403-53_tr_200,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Institute of Nanotechnology (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_201,Minister of Education,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Institute of Biotechnology (Pvt.) Ltd.,department,2024-09-27
2403-53_tr_202,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Telecom and its Subsidiaries and Allied Institutions,department,2024-09-27
2403-53_tr_203,Minister of Technology,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Information and Communication Technology Agency and Allied Institutions,department,2024-09-27
2403-53_tr_204,Minister of Technology,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Computer Emergency Readiness Team,department,2024-09-27
2403-53_tr_205,Minister of Technology,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Sri Lanka Standards Institute,department,2024-09-27
2403-53_tr_206,Minister of Technology,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Centre of Excellence for Robotic Applications,department,2024-09-27
2403-53_tr_207,Minister of Investment Promotion,Ranil Wickremesinghe,"Minister of Education, Science and Technology",Anura Kumara,Information Technology Parks,department,2024-09-27
2403-53_tr_208,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Committee on Women,department,2024-09-27
2403-53_tr_209,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,Sri Lanka Women's Bureau,department,2024-09-27
2403-53_tr_210,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,Department of Probation and Childcare Services,department,2024-09-27
2403-53_tr_211,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Child Protection Authority,department,2024-09-27
2403-53_tr_212,"Minister of Women, Child Affairs and Social Empowerment",Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Secretariat for Early Childhood Development,department,2024-09-27
2403-53_tr_213,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Youth Services Council,department,2024-09-27
2403-53_tr_214,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Youth Corps,department,2024-09-27
2403-53_tr_215,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Youths Services Cooperative Society Limited,department,2024-09-27
2403-53_tr_216,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Centre for Leadership Development,department,2024-09-27
2403-53_tr_217,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,Department of Sports Development,department,2024-09-27
2403-53_tr_218,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Sports Council,department,2024-09-27
2403-53_tr_219,State Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,National Institute of Sports Science,department,2024-09-27
2403-53_tr_220,Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,Sugathadasa National Sports Complex Authority,department,2024-09-27
2403-53_tr_221,State Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,Institute of Sports Medicine,department,2024-09-27
2403-53_tr_222,State Minister of Sports and Youth Affairs,Ranil Wickremesinghe,"Minister of Women, Child and Youth Affairs and Sports",Anura Kumara,Sri Lanka Anti-doping Agency,department,2024-09-27
2403-53_tr_223,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Department of Commerce,department,2024-09-27
2403-53_tr_224,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Sathosa Ltd.,department,2024-09-27
2403-53_tr_225,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Cooperative Wholesale Establishment,department,2024-09-27
2403-53_tr_226,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Mahapola Trust Fund,department,2024-09-27
2403-53_tr_227,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Sri Lanka Accreditation Board for Conformity Assessment,department,2024-09-27
2403-53_tr_228,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,"Department of Measurement Units, Standards and Services",department,2024-09-27
2403-53_tr_229,Minister of Agriculture and Plantation Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Regional Economic Centres,department,2024-09-27
2403-53_tr_230,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Intellectual Property Office of Sri Lanka,department,2024-09-27
2403-53_tr_231,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Consumer Affairs Authority,department,2024-09-27
2403-53_tr_232,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Department of Cooperative Development (Registrar of Cooperative Societies),department,2024-09-27
2403-53_tr_233,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Cooperative Employees Commission,department,2024-09-27
2403-53_tr_234,"Minister of Trade, Commerce and Food Security",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Institute of Cooperative Development,department,2024-09-27
2403-53_tr_235,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Ceylon Industrial Development Board,department,2024-09-27
2403-53_tr_236,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Leyland Ltd.,department,2024-09-27
2403-53_tr_237,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Paper Corporation Ltd.,department,2024-09-27
2403-53_tr_238,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Cement Ltd,department,2024-09-27
2403-53_tr_239,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Kahatagaha Graphite Lanka Ltd,department,2024-09-27
2403-53_tr_240,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Ceylon Ceramics Corporation (Brick and Tiles Division),department,2024-09-27
2403-53_tr_241,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Enterprise Development Authority,department,2024-09-27
2403-53_tr_242,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Mineral Sands Company,department,2024-09-27
2403-53_tr_243,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Timber-related Design Centre,department,2024-09-27
2403-53_tr_244,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Crafts Council,department,2024-09-27
2403-53_tr_245,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Department of Textile Industries,department,2024-09-27
2403-53_tr_246,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Sri Lanka Institute of Textile and Apparels,department,2024-09-27
2403-53_tr_247,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Textile Mills Emporium Ltd.,department,2024-09-27
2403-53_tr_248,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Salusala Ltd,department,2024-09-27
2403-53_tr_249,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Sri Lanka Handicraft Board (Laksala),department,2024-09-27
2403-53_tr_250,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Design Centre,department,2024-09-27
2403-53_tr_251,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Gem and Jewellery Authority,department,2024-09-27
2403-53_tr_252,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Gem and Jewellery Research and Training Institute,department,2024-09-27
2403-53_tr_253,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Industrial Technology Institute,department,2024-09-27
2403-53_tr_254,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka Phosphate Limited,department,2024-09-27
2403-53_tr_255,Minister of Industries,Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Vidatha Centres,department,2024-09-27
2403-53_tr_256,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,National Salt Limited,department,2024-09-27
2403-53_tr_257,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Sri Lanka Cement Corporation,department,2024-09-27
2403-53_tr_258,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Paranthan Chemicals Ltd,department,2024-09-27
2403-53_tr_259,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Lanka General Trading Company Ltd.,department,2024-09-27
2403-53_tr_260,"Minister of Finance, Economic Stabilization and National Policies",Ranil Wickremesinghe,"Minister of Trade, Commerce, Food Security, Co-operative Development, Industry and Entrepreneurship Development",Anura Kumara,Colombo Lotus Tower Management Company (Pvt.) Limited,department,2024-09-27
2403-53_tr_261,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,National Health Council,department,2024-09-27
2403-53_tr_262,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Medical Research Institute,department,2024-09-27
2403-53_tr_263,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,National Institute of Health Sciences,department,2024-09-27
2403-53_tr_264,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Sri Lanka Medical Council,department,2024-09-27
2403-53_tr_265,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Sri Lanka Medical College Council,department,2024-09-27
2403-53_tr_266,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Private Health Services Regulatory Council,department,2024-09-27
2403-53_tr_267,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Department of Health Services,department,2024-09-27
2403-53_tr_268,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,"All National, Teaching and Specific Government Hospitals",department,2024-09-27
2403-53_tr_269,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,School of Medical Laboratory Technology,department,2024-09-27
2403-53_tr_270,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,"National Institute of Nephrology, Dialysis and Transplantation",department,2024-09-27
2403-53_tr_271,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Sri Jayewardenepura General Hospital,department,2024-09-27
2403-53_tr_272,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Vijaya Kumaratunga Memorial Hospital,department,2024-09-27
2403-53_tr_273,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Ashraff Memorial Hospital,department,2024-09-27
2403-53_tr_274,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,National Authority on Tobacco and Alcohol,department,2024-09-27
2403-53_tr_275,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,1990 Suwaseriya Foundation,department,2024-09-27
2403-53_tr_276,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,National Health Development Fund,department,2024-09-27
2403-53_tr_277,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,State Pharmaceutical Corporation,department,2024-09-27
2403-53_tr_278,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,State Pharmaceutical Manufacturing Corporation,department,2024-09-27
2403-53_tr_279,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,National Medicines Regulatory Authority,department,2024-09-27
2403-53_tr_280,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Department of Ayurveda,department,2024-09-27
2403-53_tr_281,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Sri Lanka Ayurvedic Drugs Corporation,department,2024-09-27
2403-53_tr_282,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Ayurvedic Medical Council,department,2024-09-27
2403-53_tr_283,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Ayurvedic College and Hospital Board,department,2024-09-27
2403-53_tr_284,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Ayurveda Teaching and Research Hospitals,department,2024-09-27
2403-53_tr_285,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,"Homeopathy Hospital, Welisara",department,2024-09-27
2403-53_tr_286,Minister of Health,Ranil Wickremesinghe,Minister of Health,Anura Kumara,Homeopathy Medical Council,department,2024-09-27
2403-53_tr_287,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Buddhist Affairs,department,2024-09-27
2403-53_tr_288,"Minister of Buddhasasana, Religious and Cultural Affairs",Ranil Wickremesinghe,"Minister of Buddhasasana, Religious and Cultural Affairs, National Integration, Social Security, and Mass Media",Anura Kumara,Department of Hindu Religious and Cultural Affairs,department,2024-09-27
