transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2281-41_tr_187,State Minister of Coast Conservation,Minister of Urban Development and Housing,Department of Coast Conservation and Coastal Resource Management,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_188,State Minister of Estate Housing and Community Infrastructure,Minister of Urban Development and Housing,New Villages Development Authority for Plantation Region,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_189,State Minister of Estate Housing and Community Infrastructure,Minister of Urban Development and Housing,Plantation Human Development Trust,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_190,State Minister of Estate Housing and Community Infrastructure,Minister of Urban Development and Housing,Saumyamoorthi Thondaman Memorial Foundation,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_191,State Minister of Estate Housing and Community Infrastructure,Minister of Urban Development and Housing,Estate Sector Self-Employment Revolving Fund,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_193,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",Tower Hall Theatre Foundation,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_194,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",National Arts Council,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_195,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",Gramodaya Folk Arts Centre,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_196,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",Galle Heritage Foundation,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_197,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",Mahinda Rajapaksa National Tele Cinema Park,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_198,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",National Performing Arts Theatre (Nelum Pokuna),department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_199,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",Ape Gama,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_200,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",Public Performance Board,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_201,State Minister of Cultural & Performing Arts,"Minister of Buddha Sasana, Religious and Cultural Affairs",National Film Corporation,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_204,Minister of Energy,Minister of Power & Energy,Ceylon Petroleum Corporation,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_205,Minister of Energy,Minister of Power & Energy,Ceylon Petroleum Storage Terminal Ltd.,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_206,Minister of Energy,Minister of Power & Energy,Petroleum Resources Development Secretariat,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_207,Minister of Energy,Minister of Power & Energy,Polipto Lanka (Pvt.) Ltd,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_208,State Minister of Renewable Energy Projects Development,Minister of Power & Energy,Sri Lanka Sustainable Energy Authority,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_209,State Minister of Renewable Energy Projects Development,Minister of Power & Energy,Sri Lanka Atomic Energy Board,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_210,State Minister of Renewable Energy Projects Development,Minister of Power & Energy,Sri Lanka Atomic Energy Regulatory Council,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_212,State Minister of Youth and Sports,Minister of Sports and Youth Affairs,Department of Manpower and Employment,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_213,State Minister of Youth and Sports,Minister of Sports and Youth Affairs,National Institute of Sports Science,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_214,State Minister of Youth and Sports,Minister of Sports and Youth Affairs,Sugathadasa National Sports Complex Authority,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_215,State Minister of Youth and Sports,Minister of Sports and Youth Affairs,Institute of Sports Medicine,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_216,State Minister of Youth and Sports,Minister of Sports and Youth Affairs,Sri Lanka Anti-doping Agency,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_218,State Minister of Mahaweli,Minister of Irrigation,Mahaweli Authority of Sri Lanka,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_220,"Minister of Finance, Economic Stabilization and National Policies",Minister of Labour and Foreign Employment,Shrama Vasana Fund,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_222,State Minister of Foreign Employment Promotion and Market Diversification,Minister of Labour and Foreign Employment,Sri Lanka Foreign Employment Bureau,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_223,State Minister of Foreign Employment Promotion and Market Diversification,Minister of Labour and Foreign Employment,Foreign Employment Agency of Sri Lanka (Pvt.) Ltd,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_226,State Minister of Trade,"Minister of Trade, Commerce and Food Security",Sri Lanka Accreditation Board for Conformity Assessment,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_227,State Minister of Trade,"Minister of Trade, Commerce and Food Security","Department of Measurement Units, Standards and Services",department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_228,State Minister of Trade,"Minister of Trade, Commerce and Food Security",National Intellectual Property Office of Sri Lanka,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_229,State Minister of Trade,"Minister of Trade, Commerce and Food Security",Food Commissioner's Department,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_230,"State Minister of Cooperative Services, Marketing Development and Consumer Protection","Minister of Trade, Commerce and Food Security",Consumer Affairs Authority,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_231,"State Minister of Cooperative Services, Marketing Development and Consumer Protection","Minister of Trade, Commerce and Food Security",Department of Co-operative Development (Registrar of Co-operative Societies),department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_232,"State Minister of Cooperative Services, Marketing Development and Consumer Protection","Minister of Trade, Commerce and Food Security",National Institute of Co-operative Development,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2281-41_tr_233,"State Minister of Cooperative Services, Marketing Development and Consumer Protection","Minister of Trade, Commerce and Food Security",Co-operative Employees Commission,department,2022-05-27,Gotabaya Rajapaksa,Gotabaya Rajapaksa
